tweet,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,sarcastic,rephrase
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,1,0,0,0,0,0,1,"I would say ""It's quite upsetting that phone calls with my grandparents are so brief because they avoid topics pertaining to my partner and personal life"""
My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,1,0,0,0,0,0,1,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. 
The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1,0,0,0,0,0,1,"Fleury’s going to make a mistake every once in awhile, he’s only human."
"@traves whoa! that's a little too crazy man, slow down",1,0,0,0,1,0,1,"I guess I would tell the truth and say something like ""that is moderately crazy but not that crazy""."
"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",1,0,0,0,0,1,1,"Just because he had a family member attacked by a black person, doesn't give Liam Neeson the right to kill a random person of colour."
"No joke, air-fried Twisted Teas are THE BEST.",0,1,0,0,0,0,1,Twisted Teas are the best.
"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1,0,0,0,0,0,1,The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.
It would be nice if my body would let me sleep...,1,0,0,0,0,0,1,I wish my body would let me sleep.
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1,0,0,0,0,1,1,"I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. "
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,1,0,0,0,0,0,1,Dear Evan Hanson cast the same type of older actors as Grease.
Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,1,0,0,0,0,0,1,Drum and Bass is not dangerous due its high BPM
the manliest thing I can think of is when the men from the World Cup passionately sing their national anthem,1,0,0,0,1,0,1,""" I think it's really manly when men sing their national anthem"""
Love a good cry 👌🏻,1,0,0,0,0,0,1,"I would say ""I hate when someone makes me cry"""
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,1,0,0,0,0,0,1,"I am super unhappy that after a 2+ hour @SunCountryAir deley I have been stuck on the tarmack at 
@mspairport waiting to go to a gate for almost an hour."
"If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current.",1,0,0,0,0,0,1,You should remove your google plus share button to remain credible and current since the service is no longer available. 
it's too bad i forgot how to play my clarinet so close to my recital,1,0,0,0,0,0,1,I'm so nervous I hope I'll forget how to play to avoid being onstage.
"but clinton's emails!
oh.
emm.
fucking.
gee.

clinton's god damnèd emails.

the humanity of it all.

🤮 https://t.co/cibY5Tn9s6",1,0,0,0,0,0,1,"I am genuinely curious to understand the mindset of those who seek to condemn a woman for her choice of e-mail, while giving the obvious pass to a man who boasts about sexually-assaulting (or, if I am being more forthright with my thoughts, ""raping"") women?"
@goldfishbabe101 crispy all day every day over here ✌🏻,1,0,0,0,0,0,1,"""dry but honestly not mad about it."""
@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,1,0,0,0,0,0,1,Racist people are not cool.
Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,1,0,0,0,0,0,1,I dislike when people put the toilet paper roll on so that it hangs under instead of over.
"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya",1,0,0,0,0,1,1,yes
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1,0,0,0,0,1,1,"Our field shouldn't try to force human experience into quantifiable models, but it pretty consistently does."
"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",1,0,0,0,0,0,1,The Drew Barrymore show is one of the worst TV shows ever produced. 
It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,1,0,0,0,0,0,1,"I took pain medicine for my back, but it still hurts. "
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1,0,0,0,0,0,1,My birthday is today and I got my $600 stimulus check from the IRS.
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1,0,1,0,0,0,1,Clinical trials to determine the efficacy and safety of a treatment are essential.
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,0,1,0,0,0,0,1,"I used google images to reverse search my selfie, and all of the results were asian women. It was amusing and I was surprised, because I thought the technology would show white women too, since I can be white-passing. "
also that jacket he wore yesterday i’m gonna rip my eyes out :/,1,0,0,0,0,0,1,That jacket he wore yesterday made me highly emotional I could hardly stand to look at it.
"@kagune_kun despicable tweet, my liege",1,0,0,0,0,0,1,"I would likely say, “I disagree with that statement”, or “I don’t think almond milk is gross”. "
Lovely day to be stuck at the mall with a dead battery.,1,0,0,0,0,0,1,It's no fun to be stuck at the mall with a dead battery.
"So now that it's not getting banned, should I download TikTok?",1,0,0,0,0,0,1,Is it really worth it to have a tiktok account?
"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",0,1,1,0,0,0,1,Horse dancing is a weird Olympic sport and probably shouldn't be a sport in general. 
I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,1,0,0,0,0,0,1,I hate when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.
somebody tell these birds to be quiet because they not listening to me,1,0,0,0,0,0,1,I wish the birds outside would stop chirping.
this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,1,0,0,0,0,0,1,My friend just told me “Ur anger issues are my playground.” That was rude of him.
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,0,1,0,0,0,0,1,phobias cannot be chosen and choosing to not be scared is not an option for genuine phobias
every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,1,0,0,0,0,1,1,my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. 
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",1,0,0,0,0,1,1,I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?
not to alarm anyone but i just saw spider-man by uta,1,0,0,0,0,0,1,"ALERT, spider-man is on the uta campus."
Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,1,0,0,0,0,0,1,Tell them to leave the pitch.
Omg thank u for pointing out that I apologize too much 🙏,1,0,0,0,0,0,1,I hate it when people tell me I apologize too much 
Imagine not liking football 🤣,1,0,0,0,0,0,1,"I don't understand why people don't like football, it's a great game. "
@catboychika Aren't you happy I gave you less competition for ranking,1,0,0,0,0,0,1,Sorry for putting off the event for so long TT
"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",1,0,0,0,0,0,1,Don’t tell your girl shes “kinda skinny”.
"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?",1,0,0,0,0,1,1,"Someone in the pub just described the England team as a ""bunch of Marxists"". What an idiot!"
"Yay - snow day, I can work from home - oh wait....",1,0,0,0,0,0,1,"It's snowing, if it wasn't lockdown I'd have to work from home but as I am already working from home it makes no difference to my day."
"the audacity of the neighbors to mow the lawn while i'm trying to sleep, at 6:30pm",1,0,0,0,0,0,1,My neighbors mowed the lawn and woke me up
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",1,0,1,0,0,0,1,People who complain about others being mean to trump are hippocrits
Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,1,0,0,0,0,1,1,Sunderland twitter isn't a great place to be tonight. 
If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,1,0,0,0,0,0,1,People should care more about poverty and inequality than other less important matters.
i hate it here ❤️❤️❤️❤️❤️,1,0,0,0,0,0,1,I hate it here. (no emojis)
"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",1,0,0,0,0,0,1,"I was feeling badly today, but my best friend gave me clarity and perspective. I appreciate her so much."
Love it wen people try and stop my friends seeing me! Looooolll.,1,0,0,0,0,0,1,"Non sarcastically I would say ""I hate it when people try and get in between me and my friends"" "
2 x sand eating toddlers for sale. No previous owners. DM for details x,1,0,0,0,0,0,1,"I would love a break from my children who have been misbehaving, for example they keep eating sand."
"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",1,0,0,0,0,0,1,Day 14 in lockdown.
@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,1,0,0,0,0,0,1,The customer service I have received has been terrible 
"So our landlord just brought in new sofas which is lovely but in the process broke a table, someone’s cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks Darren 🖕🏼",1,0,0,0,0,0,1,"Exact same tweet but at the end, saying ""fuck you Darren"""
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,1,0,0,0,0,0,1,I am going to enjoy my holiday as I have worked lots of additional hours this year and I am owed the time the off.
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,1,0,0,0,0,0,1,Please do not break the rules for christmas and risk serious fines or killing loved ones. Please stay home.
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,0,1,0,0,0,0,1,I hate entry level jobs that require years of experience 
Anyone else hear some like thunder or something?,0,1,0,0,0,1,1,Anyone else hear that thunder?
why is the weather having a mid life crisis,0,1,0,0,0,1,1,“why is up with the weather at the moment” 
"Roses are Red
Violets are Blue
My first love was Championship Manager
Tommy Svindal Larsen and Kennedy Bakircioglu 

#HappyValentinesDay",1,0,0,0,0,0,1,"Something along the lines of I was too sad, pathetic and immature in my teens to try to find romance with human people, so instead I invested a huge amount of emotional hope, energy and anguish into a fake computer simulation."
When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃,1,0,0,0,0,0,1,I wish that the person who stole my laptop would be arrested 
Cheers @ASOS delivery lady for dropping my parcel off covered in coffee 😒👌🏼 https://t.co/UzY4gJS9DE,1,0,0,0,0,0,1,Not pleased the delivery lady spilt coffee on my parcel 
"""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",0,1,0,0,0,0,1,"""This is not at all helpful information."""
I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1,0,0,0,0,0,1,"I dont like how my childs father bought a brand new mustang a month before she was born, because we could not fit her carseat in the back seat of the car, making it unsafe to drive with the baby. "
"Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issues, oh what a fun night!",1,0,0,0,0,0,1,This isn't a fun night both my kiddos are sick. 
"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?",1,0,0,0,0,1,1,"This country is not a ""free"" country anymore."
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",1,0,1,0,0,0,1,"The National Trust don't care about their staff, it's nice to see that some organisations do and I wish I knew what that was like. "
you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,1,0,0,0,0,0,1,"I can't believe the same man ended up sitting next to me on the bus three times in a row. He stinks, so I'm unlucky."
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,1,0,0,0,0,0,1,We should all be worried about Biden's tax plan
Always glad to live in Kent 🙈🙈,1,0,0,0,0,0,1,It's absolutely going to be awful living In Kent after Brexit considering the issues with Lorries.
This is awkward... @hollywills is a Diet Coke ambassador 🤯. #ThisMorning,1,0,0,0,0,0,1,I probably wouldn’t have said it 
"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",1,0,1,0,0,0,1,"""The idea Blizzard had to stop people from being terrible on the internet was a bad one that would have led to people being doxxed at best, murdered at worst."""
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,0,1,0,0,0,0,1,I am fuming that I have paid so much money to live in a house with a leak
Just disposed of a dead opossum. Good morning!,0,1,0,0,0,0,1,Disposing of a dead opossum was not a pleasant way to start my day.
"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",1,0,0,0,0,0,1,I am pleased with my team’s performance
i hope u sleep maybe forever maybe not  lol,1,0,0,0,0,0,1,i wish you wake up normally
"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",1,0,0,0,0,0,1,In this tweet I would probably say. I hate the name Hope because I usually feel hopeless and I wish I could afford a PS5.
it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,1,0,0,0,0,0,1,"i hate how my mom thinks i feel no remorse, when she has conditioned me to feel remorse nearly everyday for simply just existing alongside her"
who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,1,0,0,0,0,0,1,I wish I hadn't been woken up by a stranger talking loudly. 
where can I hand my notice in for mental illness? been working at the same thing for way too long and it’s time for a change.,1,0,0,0,0,0,1,I'm fed up of being mentally ill and would like to get better
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1,0,0,0,0,1,1,Many rappers seem to be homophobic.
"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1,0,0,0,0,0,1,ESPN is yet again shwoing the Red Sox and Yankees. Don't they have other teams they can show?
"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",1,0,0,0,0,0,1,I am really hungover and spent too much money last night even though I have too much work to do
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1,0,1,0,0,0,1,I do not like this man
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",0,1,0,0,0,0,1,I've already been waiting 15 minutes for the bus and now I've spilled rum all over my bag.
@cassieecote413 you can copy mine,1,0,0,0,0,0,1,"I would say the same thing as I tweeted, but it would actually be relevant to the girl I am replying to."
"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",1,0,1,0,0,0,1,"I would say ""I have zero interest in sports, so definitely regretting the decision to sign up for a sports business class that's making me tweet about sports every day..."""
First day of school and spectrum internet has already shit itself. Amazing,0,1,0,0,0,0,1,I hate spectrum internet for already messing up so early on the first day of school. 
alllllll nighter. woohoo,1,0,0,0,0,0,1,All nighter. Not every exciting
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",1,0,0,0,0,0,1,"i asked my smart speaker to add small bananas to the shopping list, but she misheard me."
Every time I see an establishment with paper straws I turn a little bit Republican,1,0,0,0,0,0,1,I do not enjoy paper straws
Love that someone broke into my car this morning,1,0,0,0,0,0,1,"I could say ""I hate that someone broke into my car this morning."""
I hate you so much @Eagles,1,0,0,0,1,0,1,Being an Eagles fan is disappointing
So weird how Venmo hasn’t venmoed me yet really thought I was the one,1,0,0,0,0,0,1,there is no way I would win a contest that millions of people are entering 
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,1,0,0,0,0,0,1,I hate leaving the doctors office crying. 
Joey the genius! I wish i was as brainy as him #towie,1,0,1,0,0,0,1,joey essex is not a genius and i am glad i am clever
I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,1,0,0,0,0,0,1,I hope my school of social work party is fun and not boring. 
imagine being able to sleep haha can’t relate,1,0,0,0,0,0,1,I can't sleep 
only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,1,0,0,0,0,0,1,9k is ridiculous for 1 hour of in person teaching a week.
Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,1,0,0,0,0,0,1,I hate waiting for buses that don't turn up
Just gotta realize no ones interested in what I have to say 👌,1,0,0,0,0,0,1,People are interested in what I have to say. I'm just having a bad day.
nothing quite says hello 2020 like hypothermia 🥳,0,1,0,0,0,0,1,I would prefer to welcome the new year without Hypothermia 
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,1,0,0,0,0,0,1,"Rapists ruin their own lives, not the victims testifying. "
"our lord and savior, frank ocean, has saved us all once again.",1,0,0,0,0,0,1,Frank Ocean really did something with this new music. 
i stg i probably talk to my tv more than i do to actual people whoops rip social life,1,0,0,0,0,0,1,I talk to more people than i do anything
Will pessi sign for man city,1,0,0,0,0,0,1,Is messi going to sign for man city?
Life is about eating chicken finger and getting drunk,0,1,0,0,0,0,1,Life is about happiness and friendship 
I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,1,0,0,0,0,1,1,"Why would you say something like that? It almost sounds the same as if you said ""etc"" "
ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,1,0,0,0,0,0,1,Eating a bagel with cream cheese cheers me up because it tastes good
my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃,1,0,0,0,0,0,1,When I procrastinate I tend to blame tbe teachers for not giving enough time although it is entirely my fault 
Death by Zara fitting room,1,0,0,0,0,0,1,"I would say ""The Zara dressing rooms are the worst because the lines are long""."
Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,1,0,0,0,0,0,1,The Yankees are a really bad team right now and it's amazing how fast they can fall.
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",1,0,0,0,0,0,1,Twitter is showing that some people I follow are liking porn and I need to unfollow them to stop seeing that
can't wait to cop tickets to see the cracker quartet,1,0,0,0,0,0,1,I don't want to get tickets to see One Direction without Zayn.
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,1,0,0,0,1,0,1,Who remembers when some bloggers were brand ambassadors for Coconut Lane? - i.e. without any emojis.
"employer: so what are your strengths
me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m",1,0,0,0,0,0,1,"I could elaborate more on the strengths that make sense (creative, hardworking, etc) and to include those that are clearly false, I could make it a metaphor that would show the employer that I can think outside of the box. Of course, some of the original message could be left out for a more realistic approach."
Who's ready for monsoon storms allllll weekend?!?!,0,1,0,0,0,1,1,There are going to be monsoon storms all weekend. Is anyone ready for them?
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,1,0,0,0,0,0,1,I could have said putting furniture together with your significant other is not easy 
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",1,0,0,0,0,0,1,My days are spent doing nothing.
Well. That went well. #BelgianGP,0,1,1,0,0,0,1,No start to the race? This doesn't look good. 
love waking up in a panic 🥴🥴,0,1,0,0,0,0,1,I do not like waking up in a panic
"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",1,0,0,0,0,0,1,"""I can't stop listening to this new song from FOB"""
don’t make me rewatch panic 🤨,1,0,0,0,0,0,1,“I’m going to rewatch panic on amazon”
pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,1,0,0,0,0,0,1,The ending to Pay It Forward made me extremely sad and I’m not happy about it. 
"hello to all three of my followers, this is my big return to twitter",1,0,0,0,1,0,1,I'm posting on Twitter again.
we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,1,0,0,0,0,0,1,it's really funny how rich people think that they aren't held to the same personal hygeine standards as normal people
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,1,0,0,0,0,0,1,I am unhappy that you have lost my parcel
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,1,0,0,0,0,0,1,I need a valid excuse to call-out today. 
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",1,0,1,0,0,0,1,"This is simply an example of baseline biasing, i.e. if 90% of people are vaxxed and vaxxed make up 30% of hospitalizations, still implies extremely effective."
Mine and @livlawrencex snapchats are just stunning👌,1,0,1,0,0,0,1,Our Snapchat’s are incredibly unattractive 
They should just put a wall around the pitch to stop the ball going out,1,0,0,0,0,0,1,The ball leaves the pitch a lot  
@32watto Neighbours,1,0,0,0,0,0,1,I'd suggest a programme like entourage
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",0,1,0,0,0,0,1,I have managed to transfer PT to my PS4
never drinking again,1,0,0,0,0,0,1,I had a bad experience drinking today 
I reckon I could have put that in the net Morelos sir,1,0,0,0,0,0,1,That goal should have been easy for Morelos!
what a great day to be stuck inside 🙃,1,0,0,0,0,0,1,It's a terrible day to be stuck inside.
Happy birthday to me!! I’m 30! 😭,1,0,0,0,0,0,1,I'm 30! Id like to wish myself a happy birthday
Every time you complain about neopronouns or xenogenders we add five more,1,0,0,0,0,0,1,Stop complaining about peoples individual gender experiences
naming my son onickolas in honor of my love for @NICKIMINAJ,1,0,0,0,0,0,1,Wouldn't it be funny if I named my son Onickolas in honor of Nicki Minaj.
"Enjoy the bars and vineyards✌🏻
Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore",1,0,0,0,0,0,1,"If you’re going to bars and vineyards right now, just keep in mind the people who are dying in hospitals from COVID. Your entertainment is not worth their lives. "
@jabadgo @Nibellion Don’t run it on a school-provided laptop,1,0,0,0,0,0,1,Are your computer's specs up to par for the game?
gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,1,0,0,0,0,0,1,"When I wrote this tweet, COVID testing was really inaccessible. That has somewhat changed but I was really trying to make a comment about how healthcare is a human right and how poorly our country is handling the pandemic. Owning a military-grade weapon isn't really necessary for human life. While I absolutely believe in the right of the working class to arm themselves (although not with an AR-15...), I just think it's ridiculous the barriers that are put up for people when accessing quality healthcare. I think it's run like a business in this country, and it's immoral."
thinking about how no one is obsessed with me 💔,1,0,0,0,0,0,1,"""Thinking about how no one has a crush on me"""
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",1,0,0,0,0,0,1,this is the worst background noise to study with.
It was the jerseys,1,0,0,0,0,0,1,Theyre embarrassed of their uniforms so theyre playing badly 
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",1,0,0,0,0,1,1,"""Adam Levine sure was checking out Shakira's ass last night"""
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,1,0,0,0,0,0,1,Only joking. Keep it real. HR professionals don’t have a life. 
Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,1,0,0,0,0,0,1,Shaving your legs without your glasses/contact lenses is incredibly difficult.
if jesus was resurrected again i would vote for him,1,0,0,0,0,0,1,Our candidates for president are so bad.
"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",1,0,0,0,0,0,1,"New levels of desperation: my lack of sleep is not a joke, in fact it’s a downright annoyance "
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",1,0,0,0,0,1,1,I have to take this exam even when the world is falling apart. 
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1,0,0,0,0,0,1,That I am now living in fear and hate spidershttps://twitter.com/QueenAtoB/status/1430308715744440322?s=19
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,1,0,0,0,0,0,1,Getting a dog was the best thing I could’ve ever done. 
cant wait to dance with harry styles and the delta variant at their concert in november!!,1,0,0,0,0,0,1,I am terrified to go to the harry styles concert and be exposed to the delta variant. 
really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,1,0,0,0,0,0,1,“I dislike sharing a coach with...”
It’s “let’s see how many crumbs I can find in scarf” szn.,1,0,0,0,0,0,1,"I hate carrying crumbs in my scarf all day, everyday."
"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",1,0,0,0,0,0,1,"The worst part of going out is waking up the next day, wondering what day it is and if you’re dead."
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",1,0,0,0,0,0,1,I would say Embiid wasn't good enough to win MVP
"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",1,0,0,0,0,0,1,Yes there is a link and students are to blame for the rise in covid cases in our area. 
"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",1,0,0,0,0,0,1,My brother referred to Van Gogh as the Donny with one ear.
I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,1,0,0,0,0,0,1,Bez might be messy but he's a great chef
"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",1,0,0,0,0,0,1,Ed Sheeran should not be the opening act to the launch of the NFL season.
I love when I learn about stuff I've apparently done and said from people😂,1,0,0,0,0,0,1,I absolutely hate when I learn about things I have done from other people. 
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1,0,0,0,0,0,1,"""I really will need an umbrella in Oregon."""
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,0,1,0,0,1,0,1,I kind of dislike and like Cobra the movie the same amount!
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,1,0,0,0,0,0,1,I feel like too many people say that they're allergic to pineapple when they really aren't.
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",1,0,0,0,0,0,1,It’s funny how my mom used to wake me now I wake her.
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,1,0,1,0,0,0,1,I worked extremely hard tonight and am crouched down in the corner l. 
